company,name-origin,ref,review,cacao,location,rating,bean,bean-origin,pur,res
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75, ,Ecuador,INTERMEDIO,Kallari (Ecuatoriana)&INTERMEDIO&2.75&Ecuador
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5, ,Ecuador,ALTO,Kallari (Ecuatoriana)&ALTO&2.5&Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75, ,Ecuador,ALTO,Kallari (Ecuatoriana)&ALTO&2.75&Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3.0, ,Ecuador,ALTO,Kallari (Ecuatoriana)&ALTO&3.0&Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5, ,Ecuador,INTERMEDIO,Kallari (Ecuatoriana)&INTERMEDIO&2.5&Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3.0, ,Ecuador,ALTO,Kallari (Ecuatoriana)&ALTO&3.0&Ecuador
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75, , ,INTERMEDIO,Kaoka (Cemoi)&INTERMEDIO&2.75&France
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75, ,Ecuador,ALTO,Kaoka (Cemoi)&ALTO&2.75&France
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75, ,Dominican Republic,INTERMEDIO,Kerchner&INTERMEDIO&3.75&U.S.A.
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2.0, ,Mexico,INTERMEDIO,Ki' Xocolatl&INTERMEDIO&2.0&Mexico
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3.0,Trinitario,Dominican Republic,INTERMEDIO,Kiskadee&INTERMEDIO&3.0&U.S.A.
Kto,San Martin,1422,2014,72%,U.S.A.,2.5, ,Peru,INTERMEDIO,Kto&INTERMEDIO&2.5&U.S.A.
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela,INTERMEDIO,Kto&INTERMEDIO&2.75&U.S.A.
Kto,Belize,1422,2014,72%,U.S.A.,3.0,Trinitario,Belize,INTERMEDIO,Kto&INTERMEDIO&3.0&U.S.A.
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar,INTERMEDIO,Kto&INTERMEDIO&3.25&U.S.A.
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize,ALTO,Kto&ALTO&3.25&U.S.A.
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,INTERMEDIO,Kto&INTERMEDIO&3.25&U.S.A.
Kto,ROIG,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic,INTERMEDIO,Kto&INTERMEDIO&3.25&U.S.A.
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25, ,Haiti,INTERMEDIO,K'ul&INTERMEDIO&3.25&U.S.A.
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru,INTERMEDIO,K'ul&INTERMEDIO&2.75&U.S.A.
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75, ,Ecuador,INTERMEDIO,K'ul&INTERMEDIO&3.75&U.S.A.
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil,INTERMEDIO,K'ul&INTERMEDIO&3.75&U.S.A.
Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Forastero,Uganda,INTERMEDIO,Kyya&INTERMEDIO&2.5&U.S.A.
Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3.0, ,Dominican Republic,INTERMEDIO,Kyya&INTERMEDIO&3.0&U.S.A.
Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5, ,Ecuador,INTERMEDIO,Kyya&INTERMEDIO&2.5&U.S.A.
Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3.0,Trinitario,Madagascar,INTERMEDIO,Kyya&INTERMEDIO&3.0&U.S.A.
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25, ,Peru,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.25&U.S.A.
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4.0, ,Brazil,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&4.0&U.S.A.
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.75&U.S.A.
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75, ,Ecuador,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.75&U.S.A.
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.25&U.S.A.
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75, ,Dominican Republic,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.75&U.S.A.
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3.0, ,Venezuela,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.0&U.S.A.
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Trinitario,Madagascar,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.5&U.S.A.
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3.0, ,Bolivia,INTERMEDIO,L.A. Burdick (Felchlin)&INTERMEDIO&3.0&U.S.A.
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru,INTERMEDIO,La Chocolaterie Nanairo&INTERMEDIO&2.25&Japan
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru,INTERMEDIO,La Chocolaterie Nanairo&INTERMEDIO&2.5&Japan
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3.0,Criollo,Peru,INTERMEDIO,La Chocolaterie Nanairo&INTERMEDIO&3.0&Japan
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3.0,"Trinitario, Criollo",Belize,INTERMEDIO,La Chocolaterie Nanairo&INTERMEDIO&3.0&Japan
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75, ,"Africa, Carribean, C. Am.",INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&2.75&France
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.25&France
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25, ,Ecuador,BAJO,La Maison du Chocolat (Valrhona)&BAJO&3.25&France
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5, ,Dominican Republic,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.5&France
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Trinitario,Grenada,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.5&France
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.25&France
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.5&France
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3.0, , ,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.0&France
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75, , ,INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.75&France
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad.",INTERMEDIO,La Maison du Chocolat (Valrhona)&INTERMEDIO&3.5&France
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5, ,Peru,INTERMEDIO,La Oroquidea&INTERMEDIO&2.5&Peru
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25, ,Ecuador,INTERMEDIO,La Pepa de Oro&INTERMEDIO&3.25&Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&2.75&France
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&2.75&France
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3.0, ,Cuba,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.0&France
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25, ,Peru,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.25&France
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3.0, ,Ivory Coast,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.0&France
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.5&France
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25, ,Brazil,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.25&France
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&3.75&France
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75, ,Cuba,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&2.75&France
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad-Tobago,INTERMEDIO,Laia aka Chat-Noir&INTERMEDIO&2.75&France
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil,INTERMEDIO,Lajedo do Ouro&INTERMEDIO&3.5&Brazil
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5, ,Tanzania,INTERMEDIO,Lake Champlain (Callebaut)&INTERMEDIO&2.5&U.S.A.
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua,ALTO,L'Amourette&ALTO&3.5&U.S.A.
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela,INTERMEDIO,L'Amourette&INTERMEDIO&3.0&U.S.A.
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela,INTERMEDIO,L'Amourette&INTERMEDIO&3.0&U.S.A.
L'Amourette,Blend,853,2012,72%,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",INTERMEDIO,L'Amourette&INTERMEDIO&3.0&U.S.A.
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5, ,Honduras,INTERMEDIO,Letterpress&INTERMEDIO&3.5&U.S.A.
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25, ,Belize,INTERMEDIO,Letterpress&INTERMEDIO&3.25&U.S.A.
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25, ,Liberia,INTERMEDIO,Letterpress&INTERMEDIO&3.25&U.S.A.
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25, ,Bolivia,INTERMEDIO,Letterpress&INTERMEDIO&3.25&U.S.A.
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,INTERMEDIO,Letterpress&INTERMEDIO&3.5&U.S.A.
Letterpress,San Andres,1566,2015,70%,U.S.A.,3.0, ,Costa Rica,INTERMEDIO,Letterpress&INTERMEDIO&3.0&U.S.A.
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25, ,Domincan Republic,INTERMEDIO,Letterpress&INTERMEDIO&3.25&U.S.A.
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5, ,Tanzania,INTERMEDIO,Letterpress&INTERMEDIO&3.5&U.S.A.
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,INTERMEDIO,Letterpress&INTERMEDIO&3.5&U.S.A.
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar,INTERMEDIO,Levy&INTERMEDIO&3.5&Finland
Lilla,Madagascar,1856,2016,70%,Finland,3.0,Trinitario,Madagascar,INTERMEDIO,Lilla&INTERMEDIO&3.0&Finland
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru,INTERMEDIO,Lillie Belle&INTERMEDIO&3.5&U.S.A.
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia,INTERMEDIO,Lillie Belle&INTERMEDIO&3.5&U.S.A.
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75, ,Peru,INTERMEDIO,Lillie Belle&INTERMEDIO&3.75&U.S.A.
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,"Venezuela, Dom. Rep.",INTERMEDIO,Lillie Belle&INTERMEDIO&2.75&U.S.A.
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3.0, ,Dominican Republic,INTERMEDIO,Lillie Belle&INTERMEDIO&3.0&U.S.A.
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia,INTERMEDIO,Lillie Belle&INTERMEDIO&3.5&U.S.A.
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3.0, , ,ALTO,Lindt & Sprungli&ALTO&3.0&Switzerland
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5, ,Puerto Rico,INTERMEDIO,Loiza&INTERMEDIO&2.5&Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.75&U.S.A.
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.25&U.S.A.
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.75&U.S.A.
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3.0, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.0&U.S.A.
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3.0, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.0&U.S.A.
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5, ,Hawaii,INTERMEDIO,Lonohana&INTERMEDIO&3.5&U.S.A.
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.0, ,Nicaragua,INTERMEDIO,Love Bar&INTERMEDIO&2.0&U.S.A.
Luker,Selva,552,2010,46%,Colombia,2.75, ,"Colombia, Ecuador",BAJO,Luker&BAJO&2.75&Colombia
Luker,Macondo,552,2010,60%,Colombia,3.0, ,"Colombia, Ecuador",INTERMEDIO,Luker&INTERMEDIO&3.0&Colombia
Luker,Misterio,552,2010,58%,Colombia,3.0, ,"Colombia, Ecuador",BAJO,Luker&BAJO&3.0&Colombia
Luker,Santander,552,2010,65%,Colombia,3.5, ,Colombia,INTERMEDIO,Luker&INTERMEDIO&3.5&Colombia
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5, ,Peru,INTERMEDIO,Machu Picchu Trading Co.&INTERMEDIO&1.5&Peru
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25, ,Peru,BAJO,Machu Picchu Trading Co.&BAJO&2.25&Peru
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar,INTERMEDIO,Madecasse (Cinagra)&INTERMEDIO&3.5&Madagascar
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar,INTERMEDIO,Madecasse (Cinagra)&INTERMEDIO&3.75&Madagascar
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4.0,Trinitario,Madagascar,INTERMEDIO,Madecasse (Cinagra)&INTERMEDIO&4.0&Madagascar
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar,INTERMEDIO,Madecasse (Cinagra)&INTERMEDIO&3.5&Madagascar
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5, ,Solomon Islands,INTERMEDIO,Madre&INTERMEDIO&3.5&U.S.A.
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75, ,Puerto Rico,INTERMEDIO,Madre&INTERMEDIO&2.75&U.S.A.
Madre,Brazil,1085,2013,70%,U.S.A.,3.5, ,Brazil,INTERMEDIO,Madre&INTERMEDIO&3.5&U.S.A.
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75, ,Hawaii,INTERMEDIO,Madre&INTERMEDIO&2.75&U.S.A.
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75, ,Mexico,INTERMEDIO,Madre&INTERMEDIO&2.75&U.S.A.
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25, ,Hawaii,INTERMEDIO,Madre&INTERMEDIO&3.25&U.S.A.
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii,INTERMEDIO,Madre&INTERMEDIO&3.25&U.S.A.
Madre,Kaua'i,995,2012,70%,U.S.A.,3.5, ,Hawaii,INTERMEDIO,Madre&INTERMEDIO&3.5&U.S.A.
Madre,Dominican,672,2011,70%,U.S.A.,2.5, ,Dominican Republic,INTERMEDIO,Madre&INTERMEDIO&2.5&U.S.A.
Madre,Upala,693,2011,70%,U.S.A.,2.75, ,Costa Rica,INTERMEDIO,Madre&INTERMEDIO&2.75&U.S.A.
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75, ,Mexico,INTERMEDIO,Madre&INTERMEDIO&2.75&U.S.A.
Maglio,Africa,300,2008,75%,Italy,2.0, ,Tanzania,INTERMEDIO,Maglio&INTERMEDIO&2.0&Italy
Maglio,Ecuador,308,2008,70%,Italy,3.0,Forastero (Nacional),Ecuador,INTERMEDIO,Maglio&INTERMEDIO&3.0&Italy
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba,INTERMEDIO,Maglio&INTERMEDIO&3.25&Italy
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,INTERMEDIO,Maglio&INTERMEDIO&3.75&Italy
Majani,Ecuador,531,2010,70%,Italy,2.0, ,Ecuador,INTERMEDIO,Majani&INTERMEDIO&2.0&Italy
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar,INTERMEDIO,Malagasy (Chocolaterie Robert)&INTERMEDIO&2.75&Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar,INTERMEDIO,Malagasy (Chocolaterie Robert)&INTERMEDIO&3.5&Madagascar
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Trinitario,Philippines,INTERMEDIO,Malagos&INTERMEDIO&3.5&Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5, ,Hawaii,BAJO,Malie Kai (Guittard)&BAJO&3.5&U.S.A.
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii,BAJO,Malie Kai (Guittard)&BAJO&2.75&U.S.A.
Malmo,Chuao,1856,2016,70%,Sweden,3.0, ,Venezuela,INTERMEDIO,Malmo&INTERMEDIO&3.0&Sweden
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5, ,Ecuador,INTERMEDIO,Mana&INTERMEDIO&2.5&U.S.A.
Mana,Peru,1219,2014,74%,U.S.A.,2.5, ,Peru,INTERMEDIO,Mana&INTERMEDIO&2.5&U.S.A.
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela,INTERMEDIO,Mana&INTERMEDIO&2.75&U.S.A.
Mana,Conacado,821,2012,74%,U.S.A.,3.75, ,Dominican Republic,INTERMEDIO,Mana&INTERMEDIO&3.75&U.S.A.
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75, ,Colombia,INTERMEDIO,Manifesto Cacao&INTERMEDIO&2.75&Colombia
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5, ,Papua New Guinea,INTERMEDIO,Manoa&INTERMEDIO&3.5&U.S.A.
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75, ,Costa Rica,INTERMEDIO,Manoa&INTERMEDIO&3.75&U.S.A.
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75, ,Hawaii,INTERMEDIO,Manoa&INTERMEDIO&3.75&U.S.A.
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25, ,Liberia,INTERMEDIO,Manoa&INTERMEDIO&3.25&U.S.A.
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75, ,Hawaii,INTERMEDIO,Manoa&INTERMEDIO&2.75&U.S.A.
Manoa,Piura,1007,2012,72%,U.S.A.,3.0, ,Peru,INTERMEDIO,Manoa&INTERMEDIO&3.0&U.S.A.
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25, ,Hawaii,INTERMEDIO,Manoa&INTERMEDIO&3.25&U.S.A.
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75, ,Nicaragua,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.75&Poland
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5, ,Peru,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.5&Poland
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.75&Poland
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5, ,Colombia,ALTO,Manufaktura Czekolady&ALTO&3.5&Poland
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25, ,Dominican Republic,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.25&Poland
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.5&Poland
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25, ,Ecuador,INTERMEDIO,Manufaktura Czekolady&INTERMEDIO&3.25&Poland
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam,INTERMEDIO,Map Chocolate&INTERMEDIO&3.25&U.S.A.
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,INTERMEDIO,Map Chocolate&INTERMEDIO&2.75&U.S.A.
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5, ,Nicaragua,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75, ,Colombia,INTERMEDIO,Map Chocolate&INTERMEDIO&2.75&U.S.A.
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3.0, ,Tanzania,INTERMEDIO,Map Chocolate&INTERMEDIO&3.0&U.S.A.
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5, ,Honduras,INTERMEDIO,Map Chocolate&INTERMEDIO&3.5&U.S.A.
Marana,Piura,1872,2016,70%,Peru,3.0, ,Peru,INTERMEDIO,Marana&INTERMEDIO&3.0&Peru
Marana,Cusco,1884,2016,70%,Peru,2.75, ,Peru,INTERMEDIO,Marana&INTERMEDIO&2.75&Peru
Marana,San Martin,1884,2016,70%,Peru,3.0, ,Peru,INTERMEDIO,Marana&INTERMEDIO&3.0&Peru
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25, , ,INTERMEDIO,Marigold's Finest&INTERMEDIO&3.25&Canada
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam,ALTO,Marou&ALTO&3.25&Vietnam
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.75&Vietnam
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Marou,Tien Giang,895,2012,80%,Vietnam,3.0,Trinitario,Vietnam,ALTO,Marou&ALTO&3.0&Vietnam
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam,INTERMEDIO,Marou&INTERMEDIO&3.5&Vietnam
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3.0, ,Costa Rica,INTERMEDIO,Mars&INTERMEDIO&3.0&U.S.A.
